energy,danceability,liveness,valence,acousticness,speechiness,track_name,artist_name,rating
85.0,59.0,27.0,81.0,6.0,3.0,Up Around The Bend,Creedence Clearwater Revival,4.04
80.0,60.0,7.0,62.0,4.0,3.0,Who'll Stop The Rain,Creedence Clearwater Revival,4.04
84.0,63.0,10.0,88.0,8.0,5.0,I Heard It Through The Grapevine,Creedence Clearwater Revival,4.04
41.0,71.0,6.0,53.0,35.0,4.0,Long As I Can See The Light,Creedence Clearwater Revival,4.04
44.0,30.0,18.0,43.0,7.0,3.0,Space Oddity - 2015 Remaster,David Bowie,3.28
97.0,45.0,10.0,20.0,3.0,11.0,By the Way,Red Hot Chili Peppers,3.29
94.0,62.0,17.0,88.0,2.0,5.0,Can't Stop,Red Hot Chili Peppers,3.29
56.0,79.0,8.0,67.0,45.0,5.0,Fame - 2016 Remaster,David Bowie,3.44
87.0,43.0,40.0,73.0,5.0,7.0,Rehab,Amy Winehouse,3.78
81.0,71.0,7.0,73.0,1.0,3.0,You Know I'm No Good,Amy Winehouse,3.78
73.0,49.0,10.0,34.0,12.0,4.0,Back To Black,Amy Winehouse,3.78
56.0,48.0,18.0,54.0,32.0,3.0,Love Is A Losing Game,Amy Winehouse,3.78
87.0,64.0,29.0,45.0,49.0,12.0,Tears Dry On Their Own,Amy Winehouse,3.78
0.61,0.264,0.0847,0.152,0.00258,0.0316,Geyser,Mitski,3.54
0.86,0.607,0.0745,0.556,0.000298,0.0437,Why Didn't You Stop Me?,Mitski,3.54
0.4479999999999999,0.5770000000000001,0.218,0.327,0.356,0.0228,Old Friend,Mitski,3.54
0.639,0.225,0.1119999999999999,0.226,0.0488,0.0299,A Pearl,Mitski,3.54
0.7290000000000001,0.376,0.6759999999999999,0.214,0.332,0.0527,Lonesome Love,Mitski,3.54
0.691,0.326,0.177,0.597,0.000479,0.0343,Remember My Name,Mitski,3.54
0.639,0.497,0.39,0.7659999999999999,0.0478,0.0273,Me and My Husband,Mitski,3.54
0.375,0.395,0.1639999999999999,0.353,0.631,0.0271,Come into the Water,Mitski,3.54
0.716,0.3979999999999999,0.0848,0.494,0.0764,0.0392,Nobody,Mitski,3.54
0.3979999999999999,0.262,0.294,0.11,0.184,0.0303,Pink in the Night,Mitski,3.54
0.0826,0.291,0.0845,0.119,0.975,0.0366,A Horse Named Cold Air,Mitski,3.54
0.821,0.617,0.426,0.581,0.00999,0.026,Washing Machine Heart,Mitski,3.54
0.417,0.297,0.331,0.173,0.489,0.0277,Blue Light,Mitski,3.54
0.106,0.225,0.108,0.0535,0.797,0.0328,Two Slow Dancers,Mitski,3.54
26.0,45.0,7.0,60.0,54.0,4.0,Take Five,The Dave Brubeck Quartet,3.94
46.0,34.0,9.0,35.0,17.0,4.0,Child in Time,Deep Purple,3.91
0.855,0.812,0.3,0.953,0.33,0.107,Come Down,Anderson .Paak,3.68
80.0,53.0,4.0,94.0,0.0,3.0,Life's What You Make It - 1997 Remaster,Talk Talk,3.85
86.0,56.0,23.0,94.0,0.0,3.0,Living in Another World - 1997 Remaster,Talk Talk,3.85
70.0,73.0,6.0,41.0,0.0,3.0,Heart Of Glass,Blondie,3.8
88.0,41.0,8.0,36.0,0.0,4.0,Everlong,Foo Fighters,3.53
94.0,54.0,4.0,74.0,40.0,5.0,Sunday Bloody Sunday - Remastered 2008,U2,3.68
91.0,56.0,35.0,73.0,2.0,4.0,Dani California,Red Hot Chili Peppers,3.01
90.0,43.0,12.0,60.0,12.0,5.0,Snow (Hey Oh),Red Hot Chili Peppers,3.01
0.767,0.581,0.141,0.6729999999999999,0.243,0.0527,Star Treatment,Arctic Monkeys,2.97
0.585,0.7140000000000001,0.144,0.8420000000000001,0.057,0.0419,One Point Perspective,Arctic Monkeys,2.97
0.865,0.372,0.127,0.594,0.0016899999999999,0.0513,American Sports,Arctic Monkeys,2.97
0.835,0.584,0.1989999999999999,0.7809999999999999,0.0411,0.0297,Tranquility Base Hotel & Casino,Arctic Monkeys,2.97
0.564,0.492,0.131,0.0896,0.129,0.0278,Golden Trunks,Arctic Monkeys,2.97
0.863,0.601,0.0717,0.6759999999999999,0.0626,0.0685,Four Out Of Five,Arctic Monkeys,2.97
0.601,0.602,0.0735,0.5529999999999999,0.346,0.0303,The World's First Ever Monster Truck Front Flip,Arctic Monkeys,2.97
0.7659999999999999,0.542,0.396,0.643,0.0295,0.0282,Science Fiction,Arctic Monkeys,2.97
0.773,0.514,0.387,0.445,0.00944,0.0388,She Looks Like Fun,Arctic Monkeys,2.97
0.6809999999999999,0.675,0.304,0.675,0.312,0.0356,Batphone,Arctic Monkeys,2.97
0.555,0.476,0.126,0.426,0.624,0.0404,The Ultracheese,Arctic Monkeys,2.97
52.0,61.0,12.0,80.0,37.0,3.0,Into the Mystic - 2013 Remaster,Van Morrison,3.96
80.0,46.0,40.0,61.0,5.0,9.0,"Paint It, Black",The Rolling Stones,3.71
49.0,73.0,9.0,80.0,30.0,4.0,Under My Thumb,The Rolling Stones,3.71
89.0,79.0,7.0,39.0,0.0,4.0,Bad - 2012 Remaster,Michael Jackson,3.63
85.0,88.0,14.0,54.0,5.0,15.0,The Way You Make Me Feel - 2012 Remaster,Michael Jackson,3.63
55.0,75.0,13.0,45.0,46.0,10.0,Liberian Girl - 2012 Remastered Version,Michael Jackson,3.63
98.0,85.0,31.0,60.0,25.0,8.0,Smooth Criminal - 2012 Remaster,Michael Jackson,3.63
90.0,47.0,34.0,42.0,15.0,6.0,Runnin' with the Devil - 2015 Remaster,Van Halen,3.74
0.478,0.185,0.139,0.0372,0.3929999999999999,0.0359,"The Truth, The Glow, The Fall",Anna von Hausswolff,3.79
0.693,0.509,0.126,0.3939999999999999,0.047,0.03,The Mysterious Vanishing of Electra,Anna von Hausswolff,3.79
0.4589999999999999,0.172,0.0443,0.0352,0.00215,0.0363,Ugly and Vengeful,Anna von Hausswolff,3.79
0.3829999999999999,0.103,0.0848,0.0307,0.158,0.0348,The Marble Eye,Anna von Hausswolff,3.79
0.273,0.0919,0.33,0.0281,0.952,0.0362,Källans återuppståndelse,Anna von Hausswolff,3.79
91.0,60.0,12.0,41.0,0.0,8.0,Uprising,Muse,2.79
77.0,47.0,11.0,9.0,6.0,5.0,Resistance,Muse,2.79
59.0,68.0,8.0,64.0,1.0,3.0,Undisclosed Desires,Muse,2.79
64.0,62.0,52.0,65.0,21.0,3.0,Yellow Submarine,The Beatles,2.96
97.0,73.0,18.0,97.0,10.0,7.0,Hey Ya!,OutKast,3.58
98.0,32.0,9.0,23.0,0.0,17.0,Ace of Spades,Motörhead,3.85
0.833,0.397,0.0992,0.669,1.28e-06,0.0472,Noid,Yves Tumor,3.6
0.528,0.67,0.102,0.628,0.0565,0.0323,Licking An Orchid,Yves Tumor,3.6
0.93,0.476,0.288,0.512,0.000249,0.095,Lifetime,Yves Tumor,3.6
28.0,49.0,11.0,16.0,65.0,3.0,Unintended,Muse,3.25
86.0,67.0,10.0,80.0,18.0,3.0,Losing My Religion,R.E.M.,3.52
91.0,45.0,23.0,81.0,3.0,4.0,Shiny Happy People,R.E.M.,3.52
71.0,73.0,8.0,85.0,63.0,3.0,Graceland,Paul Simon,3.82
68.0,79.0,22.0,88.0,78.0,4.0,Diamonds on the Soles of Her Shoes,Paul Simon,3.82
76.0,78.0,8.0,82.0,18.0,5.0,You Can Call Me Al,Paul Simon,3.82
27.0,40.0,26.0,29.0,88.0,7.0,Homeless (with Ladysmith Black Mambazo),Paul Simon,3.82
0.475,0.7120000000000001,0.109,0.389,0.3879999999999999,0.0462,imagine,Ariana Grande,3.25
0.309,0.647,0.2019999999999999,0.195,0.78,0.0366,needy,Ariana Grande,3.25
0.4579999999999999,0.747,0.252,0.47,0.451,0.303,NASA,Ariana Grande,3.25
0.665,0.758,0.216,0.643,0.0815,0.0774,bloodline,Ariana Grande,3.25
0.619,0.45,0.319,0.427,0.3289999999999999,0.372,fake smile,Ariana Grande,3.25
0.579,0.847,0.102,0.569,0.0268,0.0719,bad idea,Ariana Grande,3.25
0.7140000000000001,0.6709999999999999,0.0568,0.477,0.0844,0.21,make up,Ariana Grande,3.25
0.364,0.287,0.185,0.11,0.418,0.0306,ghostin,Ariana Grande,3.25
0.6,0.662,0.109,0.331,0.173,0.0703,in my head,Ariana Grande,3.25
0.321,0.725,0.0884,0.319,0.578,0.3229999999999999,7 rings,Ariana Grande,3.25
0.647,0.7240000000000001,0.102,0.435,0.28,0.0658,"thank u, next",Ariana Grande,3.25
0.5539999999999999,0.726,0.106,0.335,0.0421,0.0917,"break up with your girlfriend, i'm bored",Ariana Grande,3.25
0.706,0.387,0.285,0.588,0.639,0.128,Body Language - Intro,Kali Uchis,3.63
0.785,0.624,0.0883,0.6559999999999999,0.00382,0.034,Miami (feat. BIA),Kali Uchis,3.63
0.672,0.745,0.103,0.6409999999999999,0.127,0.0346,Just A Stranger (feat. Steve Lacy),Kali Uchis,3.63
0.6459999999999999,0.635,0.42,0.344,0.415,0.0462,Flight 22,Kali Uchis,3.63
0.604,0.853,0.135,0.86,0.0696,0.0511,Your Teeth In My Neck,Kali Uchis,3.63
0.471,0.422,0.1119999999999999,0.62,0.142,0.18,Tyrant (feat. Jorja Smith),Kali Uchis,3.63
0.7609999999999999,0.675,0.102,0.428,0.432,0.0466,Dead To Me,Kali Uchis,3.63
0.55,0.871,0.0788,0.4479999999999999,0.0927,0.0613,Nuestro Planeta (feat. Reykon),Kali Uchis,3.63
0.8390000000000001,0.606,0.15,0.907,0.0195,0.0297,In My Dreams,Kali Uchis,3.63
0.381,0.488,0.0776,0.217,0.605,0.0498,Gotta Get Up - Interlude,Kali Uchis,3.63
0.591,0.644,0.141,0.494,0.1159999999999999,0.0296,Tomorrow,Kali Uchis,3.63
0.544,0.624,0.122,0.293,0.337,0.0998,Coming Home - Interlude,Kali Uchis,3.63
0.659,0.7020000000000001,0.218,0.843,0.301,0.13,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,3.63
0.812,0.7,0.102,0.855,0.0245,0.0311,Feel Like A Fool,Kali Uchis,3.63
0.638,0.622,0.362,0.6459999999999999,0.129,0.043,Killer,Kali Uchis,3.63
0.899,0.534,0.4,0.432,0.00898,0.0509,We Appreciate Power,Grimes,3.18
95.0,40.0,10.0,58.0,0.0,6.0,Born in the U.S.A.,Bruce Springsteen,3.7
45.0,62.0,7.0,87.0,59.0,3.0,I'm On Fire,Bruce Springsteen,3.7
95.0,35.0,56.0,86.0,0.0,5.0,No Surrender,Bruce Springsteen,3.7
96.0,57.0,12.0,98.0,5.0,3.0,Glory Days,Bruce Springsteen,3.7
94.0,53.0,19.0,50.0,1.0,4.0,Dancing In the Dark,Bruce Springsteen,3.7
34.0,65.0,7.0,39.0,49.0,4.0,My Hometown,Bruce Springsteen,3.7
91.0,92.0,9.0,31.0,3.0,27.0,The Next Episode,Dr. Dre,3.65
0.618,0.5529999999999999,0.103,0.715,0.526,0.151,No Drug Like Me,Carly Rae Jepsen,3.52
0.737,0.611,0.107,0.574,0.0145,0.0476,Now That I Found You,Carly Rae Jepsen,3.52
0.638,0.685,0.0987,0.414,0.0371,0.0367,Party For One,Carly Rae Jepsen,3.52
0.807,0.632,0.125,0.784,0.144,0.126,Humility (feat. George Benson),Gorillaz,2.9
0.883,0.649,0.0658,0.779,0.0324,0.0306,Tranz,Gorillaz,2.9
0.631,0.685,0.211,0.72,0.0249,0.0926,Hollywood (feat. Snoop Dogg & Jamie Principle),Gorillaz,2.9
0.792,0.6409999999999999,0.175,0.67,0.0725,0.0272,Kansas,Gorillaz,2.9
0.872,0.584,0.127,0.818,0.022,0.0365,Sorcererz,Gorillaz,2.9
0.412,0.419,0.15,0.1639999999999999,0.294,0.0284,Idaho,Gorillaz,2.9
0.8859999999999999,0.618,0.0821,0.779,0.000108,0.033,Lake Zurich,Gorillaz,2.9
0.8690000000000001,0.599,0.108,0.637,0.214,0.0277,Magic City,Gorillaz,2.9
0.511,0.346,0.122,0.212,0.278,0.044,Fire Flies,Gorillaz,2.9
0.5,0.502,0.18,0.283,0.918,0.0246,One Percent,Gorillaz,2.9
0.853,0.64,0.156,0.8290000000000001,0.43,0.031,Souk Eye,Gorillaz,2.9
89.0,36.0,13.0,26.0,2.0,12.0,Epic,Faith No More,3.75
78.0,61.0,28.0,85.0,9.0,5.0,Badlands,Bruce Springsteen,3.92
81.0,70.0,13.0,58.0,36.0,3.0,Make It Wit Chu,Queens of the Stone Age,3.35
0.28,0.512,0.087,0.545,0.8109999999999999,0.0441,Intro,J. Cole,3.24
0.749,0.748,0.0713,0.659,0.142,0.516,River (feat. Ed Sheeran),Eminem,1.03
0.596,0.607,0.123,0.149,0.133,0.358,Survival,Drake,1.81
0.412,0.912,0.104,0.422,0.0164,0.124,Nonstop,Drake,1.81
0.474,0.758,0.1159999999999999,0.0541,0.015,0.146,Elevate,Drake,1.81
0.677,0.413,0.0793,0.0845,0.0249,0.255,Emotionless,Drake,1.81
0.449,0.754,0.552,0.357,0.0332,0.109,God's Plan,Drake,1.81
0.586,0.899,0.0836,0.492,0.2789999999999999,0.344,I'm Upset,Drake,1.81
0.69,0.529,0.498,0.311,0.161,0.74,8 Out Of 10,Drake,1.81
0.575,0.755,0.276,0.49,0.0456,0.0678,Mob Ties,Drake,1.81
0.598,0.7609999999999999,0.0839,0.447,0.128,0.182,Can’t Take A Joke,Drake,1.81
0.8490000000000001,0.487,0.143,0.52,0.0481,0.246,Sandra’s Rose,Drake,1.81
0.49,0.758,0.292,0.335,0.00359,0.139,Talk Up (feat. Jay-Z),Drake,1.81
0.547,0.698,0.159,0.5479999999999999,0.727,0.315,Is There More,Drake,1.81
0.215,0.6859999999999999,0.106,0.273,0.85,0.0387,Peak,Drake,1.81
0.482,0.775,0.11,0.134,0.477,0.0357,Summer Games,Drake,1.81
0.271,0.7659999999999999,0.175,0.0371,0.037,0.0412,Jaded,Drake,1.81
0.909,0.586,0.119,0.757,0.0891,0.0705,Nice For What,Drake,1.81
0.32,0.807,0.1009999999999999,0.298,0.133,0.0582,Finesse,Drake,1.81
0.5710000000000001,0.657,0.0735,0.626,0.106,0.14,Ratchet Happy Birthday,Drake,1.81
0.473,0.85,0.108,0.38,0.1169999999999999,0.209,That’s How You Feel,Drake,1.81
0.372,0.888,0.184,0.123,0.013,0.358,Blue Tint,Drake,1.81
0.626,0.835,0.396,0.35,0.0589,0.125,In My Feelings,Drake,1.81
0.318,0.826,0.11,0.138,0.493,0.0574,Don’t Matter To Me (with Michael Jackson),Drake,1.81
0.428,0.6859999999999999,0.138,0.3289999999999999,0.0414,0.192,After Dark (feat. Static Major & Ty Dolla $ign),Drake,1.81
0.4479999999999999,0.5,0.115,0.104,0.422,0.442,Final Fantasy,Drake,1.81
0.415,0.5579999999999999,0.36,0.317,0.406,0.358,March 14,Drake,1.81
92.0,37.0,42.0,63.0,1.0,5.0,The Spirit Of Radio,Rush,3.86
0.551,0.939,0.192,0.42,0.0311,0.291,The Ringer,Eminem,1.92
0.737,0.809,0.341,0.367,0.0441,0.108,Greatest,Eminem,1.92
0.7859999999999999,0.8759999999999999,0.127,0.575,0.0627,0.306,Lucky You (feat. Joyner Lucas),Eminem,1.92
0.64,0.907,0.0785,0.8029999999999999,0.261,0.354,Normal,Eminem,1.92
0.314,0.7070000000000001,0.109,0.602,0.977,0.747,Em Calls Paul - Skit,Eminem,1.92
0.684,0.616,0.376,0.312,0.0305,0.311,Stepping Stone,Eminem,1.92
0.7559999999999999,0.904,0.3389999999999999,0.342,0.0692,0.32,Not Alike (feat. Royce Da 5'9),Eminem,1.92
0.8079999999999999,0.78,0.3289999999999999,0.642,0.1119999999999999,0.484,Kamikaze,Eminem,1.92
0.546,0.83,0.1119999999999999,0.535,0.2269999999999999,0.295,Fall,Eminem,1.92
0.639,0.65,0.135,0.563,0.0942,0.4579999999999999,Nice Guy (with Jessie Reyez),Eminem,1.92
0.634,0.696,0.437,0.728,0.244,0.281,Good Guy (feat. Jessie Reyez),Eminem,1.92
0.794,0.7490000000000001,0.5429999999999999,0.46,0.0193,0.064,Venom - Music From The Motion Picture,Eminem,1.92
58.0,51.0,37.0,67.0,3.0,6.0,No One Knows,Queens of the Stone Age,3.6
99.0,24.0,83.0,37.0,1.0,10.0,Go With The Flow,Queens of the Stone Age,3.6
64.0,30.0,25.0,33.0,0.0,3.0,Porcelain,Moby,3.53
62.0,60.0,8.0,5.0,0.0,3.0,Why Does My Heart Feel So Bad?,Moby,3.53
0.314,0.7070000000000001,0.109,0.602,0.977,0.747,Em Calls Paul - Skit,Eminem,2.17
46.0,69.0,6.0,70.0,25.0,3.0,So Far Away,Dire Straits,3.62
66.0,67.0,6.0,66.0,5.0,4.0,Money for Nothing,Dire Straits,3.62
94.0,46.0,12.0,80.0,44.0,11.0,Walk of Life,Dire Straits,3.62
41.0,70.0,14.0,26.0,72.0,3.0,Your Latest Trick,Dire Straits,3.62
13.0,60.0,11.0,11.0,93.0,3.0,Why Worry,Dire Straits,3.62
44.0,22.0,12.0,13.0,50.0,4.0,Brothers in Arms,Dire Straits,3.62
89.0,38.0,3.0,80.0,3.0,4.0,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,3.73
83.0,74.0,38.0,82.0,8.0,12.0,Should I Stay or Should I Go - Remastered,The Clash,3.4
0.488,0.45,0.649,0.272,0.38,0.0329,Dirty Computer (feat. Brian Wilson),Janelle Monáe,3.47
0.706,0.466,0.223,0.149,0.0084,0.0544,"Crazy, Classic, Life",Janelle Monáe,3.47
0.6809999999999999,0.73,0.27,0.446,0.0441,0.0405,Screwed (feat. Zoë Kravitz),Janelle Monáe,3.47
0.624,0.833,0.1169999999999999,0.26,0.49,0.325,Django Jane,Janelle Monáe,3.47
0.291,0.672,0.0925,0.417,0.0375,0.0897,Pynk (feat. Grimes),Janelle Monáe,3.47
0.413,0.8590000000000001,0.3339999999999999,0.6970000000000001,0.132,0.182,Make Me Feel,Janelle Monáe,3.47
0.4529999999999999,0.482,0.149,0.17,0.0323,0.059,I Like That,Janelle Monáe,3.47
0.344,0.679,0.379,0.186,0.492,0.0411,Don't Judge Me,Janelle Monáe,3.47
0.282,0.33,0.203,0.4,0.858,0.0533,Stevie's Dream,Janelle Monáe,3.47
0.293,0.435,0.13,0.0985,0.371,0.0291,So Afraid,Janelle Monáe,3.47
0.7659999999999999,0.73,0.0829,0.14,0.00389,0.0475,Americans,Janelle Monáe,3.47
0.8690000000000001,0.655,0.312,0.0815,0.1369999999999999,0.212,Distorted Records,A$AP Rocky,2.94
0.7829999999999999,0.534,0.0831,0.3339999999999999,0.139,0.261,Tony Tone,A$AP Rocky,2.94
0.569,0.85,0.1,0.294,0.0609,0.136,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,2.94
0.85,0.433,0.356,0.58,0.325,0.416,Buck Shots,A$AP Rocky,2.94
0.477,0.91,0.305,0.313,0.121,0.418,OG Beeper,A$AP Rocky,2.94
0.6679999999999999,0.305,0.369,0.128,0.271,0.222,Kids Turned Out Fine,A$AP Rocky,2.94
0.546,0.584,0.355,0.355,0.444,0.0762,Hun43rd,A$AP Rocky,2.94
0.326,0.478,0.3229999999999999,0.34,0.47,0.0693,Changes,A$AP Rocky,2.94
0.597,0.696,0.138,0.264,0.484,0.248,"Black Tux, White Collar",A$AP Rocky,2.94
54.0,68.0,6.0,96.0,22.0,3.0,Do It Again,Steely Dan,3.85
52.0,44.0,15.0,18.0,18.0,3.0,The Drugs Don't Work,The Verve,3.63
90.0,43.0,12.0,77.0,41.0,7.0,Touch Me,The Doors,3.25
94.0,32.0,10.0,54.0,3.0,10.0,Sabotage,Beastie Boys,3.81
50.0,46.0,27.0,53.0,6.0,4.0,Carry On,"Crosby, Stills, Nash & Young",3.91
28.0,50.0,39.0,67.0,64.0,3.0,Teach Your Children,"Crosby, Stills, Nash & Young",3.91
47.0,47.0,16.0,57.0,18.0,4.0,Almost Cut My Hair,"Crosby, Stills, Nash & Young",3.91
21.0,59.0,12.0,38.0,90.0,5.0,Our House,"Crosby, Stills, Nash & Young",3.91
92.0,51.0,40.0,31.0,1.0,9.0,Sonne,Rammstein,3.7
62.0,49.0,13.0,8.0,2.0,3.0,Mutter,Rammstein,3.7
46.0,61.0,7.0,81.0,71.0,5.0,"Mrs. Robinson - From ""The Graduate"" Soundtrack",Simon & Garfunkel,3.84
85.0,78.0,12.0,62.0,5.0,7.0,The Monster,Eminem,2.66
92.0,70.0,8.0,71.0,0.0,4.0,Bad Romance,Lady Gaga,3.46
0.7170000000000001,0.825,0.1889999999999999,0.716,0.0252,0.0318,Just Dance,Lady Gaga,3.46
81.0,85.0,12.0,78.0,12.0,8.0,Poker Face,Lady Gaga,3.46
0.238,0.272,0.275,0.119,0.89,0.0349,Come Back to Earth,Mac Miller,3.57
0.462,0.69,0.113,0.325,0.3429999999999999,0.13,Hurt Feelings,Mac Miller,3.57
0.492,0.759,0.107,0.561,0.736,0.12,What's the Use?,Mac Miller,3.57
0.317,0.599,0.111,0.203,0.748,0.174,Perfecto,Mac Miller,3.57
0.5379999999999999,0.52,0.119,0.177,0.367,0.206,Self Care,Mac Miller,3.57
0.33,0.6559999999999999,0.107,0.349,0.818,0.162,Wings,Mac Miller,3.57
0.4629999999999999,0.802,0.105,0.291,0.236,0.162,Ladders,Mac Miller,3.57
0.546,0.516,0.0995,0.515,0.8140000000000001,0.249,Small Worlds,Mac Miller,3.57
0.472,0.787,0.11,0.264,0.64,0.113,Conversation Pt. 1,Mac Miller,3.57
0.2289999999999999,0.622,0.134,0.0998,0.768,0.0445,Dunno,Mac Miller,3.57
0.557,0.7909999999999999,0.103,0.284,0.54,0.0698,Jet Fuel,Mac Miller,3.57
0.496,0.5329999999999999,0.0969,0.173,0.77,0.517,2009,Mac Miller,3.57
0.556,0.5760000000000001,0.0943,0.294,0.812,0.231,So It Goes,Mac Miller,3.57
78.0,41.0,8.0,71.0,31.0,6.0,My Generation - Stereo Version,The Who,3.6
87.0,55.0,46.0,61.0,0.0,3.0,Everything Now,Arcade Fire,2.39
47.0,56.0,15.0,40.0,45.0,3.0,Goodbye Yellow Brick Road - Remastered 2014,Elton John,3.84
0.349,0.413,0.091,0.148,0.8859999999999999,0.0628,Assume Form,James Blake,3.26
0.37,0.754,0.107,0.228,0.4029999999999999,0.12,Mile High (feat. Travis Scott & Metro Boomin),James Blake,3.26
0.469,0.58,0.099,0.289,0.778,0.118,Tell Them (feat. Moses Sumney & Metro Boomin),James Blake,3.26
0.47,0.508,0.134,0.151,0.586,0.0347,Into The Red,James Blake,3.26
0.632,0.5579999999999999,0.198,0.519,0.8320000000000001,0.284,Barefoot In The Park (feat. ROSALÍA),James Blake,3.26
0.536,0.259,0.432,0.29,0.705,0.0367,Can't Believe The Way We Flow,James Blake,3.26
0.278,0.557,0.0755,0.335,0.723,0.0427,Are You In Love?,James Blake,3.26
0.56,0.746,0.107,0.172,0.649,0.0932,Where's The Catch? (feat. André 3000),James Blake,3.26
0.472,0.6609999999999999,0.192,0.206,0.757,0.1639999999999999,I'll Come Too,James Blake,3.26
0.4679999999999999,0.649,0.106,0.618,0.8490000000000001,0.0447,Power On,James Blake,3.26
0.317,0.56,0.14,0.0473,0.868,0.0547,Don't Miss It,James Blake,3.26
0.0297,0.318,0.0969,0.0624,0.957,0.0391,Lullaby For My Insomniac,James Blake,3.26
36.0,41.0,8.0,27.0,83.0,3.0,Samba Pa Ti,Santana,3.92
0.8170000000000001,0.295,0.32,0.276,0.0392,0.0429,You Without End,Deafheaven,3.5
0.962,0.225,0.106,0.114,3.07e-05,0.105,Honeycomb,Deafheaven,3.5
0.973,0.275,0.259,0.2239999999999999,3.66e-05,0.0511,Canary Yellow,Deafheaven,3.5
0.48,0.296,0.1119999999999999,0.157,0.166,0.0281,Near,Deafheaven,3.5
68.0,38.0,5.0,29.0,0.0,3.0,More Than a Feeling,Boston,3.62
87.0,36.0,10.0,61.0,0.0,7.0,Lonely Boy,The Black Keys,3.44
83.0,51.0,7.0,56.0,1.0,5.0,Gold on the Ceiling,The Black Keys,3.44
47.0,37.0,11.0,49.0,16.0,4.0,Little Black Submarines,The Black Keys,3.44
76.0,63.0,15.0,70.0,51.0,5.0,The Logical Song - Remastered 2010,Supertramp,3.8
67.0,42.0,6.0,34.0,61.0,5.0,Goodbye Stranger - 2010 Remastered,Supertramp,3.8
70.0,41.0,11.0,37.0,22.0,3.0,Take The Long Way Home - 2010 Remastered,Supertramp,3.8
0.76,0.653,0.0917,0.6,0.475,0.0479,Harmony Hall,Vampire Weekend,3.24
0.7120000000000001,0.62,0.0561,0.83,0.228,0.1,This Life,Vampire Weekend,3.24
0.306,0.691,0.0992,0.413,0.818,0.0631,Big Blue,Vampire Weekend,3.24
0.422,0.531,0.0608,0.579,0.2189999999999999,0.0571,Unbearably White,Vampire Weekend,3.24
0.5760000000000001,0.863,0.141,0.932,0.406,0.0567,Sunflower (feat. Steve Lacy),Vampire Weekend,3.24
0.284,0.815,0.0987,0.449,0.867,0.0427,2021,Vampire Weekend,3.24
46.0,27.0,12.0,17.0,38.0,3.0,We Are The Champions - Remastered 2011,Queen,3.47
45.0,82.0,7.0,74.0,54.0,3.0,Every Breath You Take,The Police,3.62
0.529,0.652,0.0748,0.8540000000000001,0.0268,0.184,Murder By Numbers,The Police,3.62
50.0,40.0,10.0,68.0,83.0,4.0,Chan Chan,Buena Vista Social Club,3.87
97.0,51.0,19.0,53.0,0.0,4.0,Whiskey In The Jar,Metallica,3.15
77.0,51.0,6.0,94.0,6.0,3.0,Bad Moon Rising,Creedence Clearwater Revival,3.87
0.541,0.8079999999999999,0.142,0.8109999999999999,0.855,0.252,Self,Noname,3.59
0.8270000000000001,0.8909999999999999,0.221,0.861,0.091,0.351,Blaxploitation,Noname,3.59
0.56,0.7859999999999999,0.085,0.522,0.68,0.143,Prayer Song,Noname,3.59
0.5720000000000001,0.337,0.472,0.413,0.743,0.122,Window,Noname,3.59
0.481,0.33,0.122,0.483,0.8190000000000001,0.105,Regal,Noname,3.59
0.5539999999999999,0.59,0.0827,0.69,0.785,0.0858,Montego Bae,Noname,3.59
0.509,0.687,0.12,0.6509999999999999,0.865,0.405,Ace,Noname,3.59
0.295,0.445,0.0824,0.118,0.88,0.0487,no name,Noname,3.59
54.0,86.0,7.0,87.0,58.0,8.0,Down On The Corner,Creedence Clearwater Revival,3.9
66.0,64.0,15.0,66.0,20.0,4.0,Fortunate Son,Creedence Clearwater Revival,3.9
54.0,77.0,13.0,32.0,37.0,10.0,Dear Mama,2Pac,3.73
89.0,33.0,35.0,16.0,9.0,7.0,Tie Your Mother Down - Remastered 2011,Queen,3.6
0.357,0.259,0.0877,0.301,0.964,0.0276,Motion Sickness,Phoebe Bridgers,3.65
0.816,0.6859999999999999,0.153,0.715,0.109,0.0768,Beverly Hills,Weezer,2.13
0.943,0.6679999999999999,0.1639999999999999,0.247,0.26,0.292,Doorman,slowthai,3.51
0.5529999999999999,0.6940000000000001,0.151,0.1119999999999999,0.3929999999999999,0.4379999999999999,North Nights,slowthai,3.51
0.4039999999999999,0.669,0.2689999999999999,0.529,0.825,0.0272,Marijuana,Kid Cudi,3.38
43.0,48.0,16.0,65.0,18.0,3.0,Good Riddance (Time of Your Life),Green Day,3.29
71.0,66.0,15.0,63.0,4.0,3.0,Road to Nowhere,Talking Heads,3.37
73.0,49.0,8.0,43.0,0.0,9.0,Let There Be Rock,AC/DC,3.64
84.0,29.0,10.0,42.0,0.0,8.0,Whole Lotta Rosie,AC/DC,3.64
84.0,46.0,78.0,71.0,0.0,3.0,Pride (In The Name Of Love) - Remastered 2009,U2,3.62
74.0,43.0,10.0,23.0,0.0,3.0,The Unforgettable Fire - Remastered 2009,U2,3.62
